# Program:featureCounts v2.0.1; Command:"/home/kabil/.anaconda3/envs/binf/bin/featureCounts" "-p" "-a" "/mnt/h/data/refseq/NC_001133.9_genomic.gtf.gz" "-o" "feature_counts.txt" "/mnt/h/data/samfiles/SRR1302790.sam" "/mnt/h/data/samfiles/SRR1302792.sam" "-O" "-T" "12" "--tmpDir" "/mnt/h/tmp/" "-t" "exon" "-g" "gene_id" 
Geneid	Chr	Start	End	Strand	Length	/mnt/h/data/samfiles/SRR1302790.sam	/mnt/h/data/samfiles/SRR1302792.sam
YBR204C	NC_001134.8	632254	633381	-	1128	386	1607
YBR205W	NC_001134.8	633622	634836	+	1215	2429	4815
YBR207W	NC_001134.8	635146	636543	+	1398	2120	4873
YBR208C	NC_001134.8	636703	642210	-	5508	1835	6067
YBR209W	NC_001134.8	642583	642900	+	318	10	78
YNCB0017C	NC_001134.8	643007	643078	-	72	677	971
YNCB0018W	NC_001134.8	645167	645238	+	72	16763	41676
YBR210W	NC_001134.8	645550	645978	+	429	180	453
YBR211C	NC_001134.8	646158	647132	-	975	459	1410
YBR212W	NC_001134.8	647886	649904	+	2019	207	1357
YBR213W	NC_001134.8	650368	651192	+	825	37	176
YBR214W	NC_001134.8	651415	652998	+	1584	160	717
YBR215W	NC_001134.8;NC_001134.8	653356;653453	653368;655317	+;+	1878	105	1018
YBR216C	NC_001134.8	655576	657600	-	2025	481	2270
YBR217W	NC_001134.8	657832	658392	+	561	359	654
YBR218C	NC_001134.8	658707	662249	-	3543	5144	17344
YBR219C	NC_001134.8;NC_001134.8	662499;663003	662581;663303	-;-	384	480	1031
YBR220C	NC_001134.8	662995	664677	-	1683	1659	3825
YBR221C	NC_001134.8	665153	666253	-	1101	3056	9732
YBR221W-A	NC_001134.8	666538	666642	+	105	9	24
YBR222C	NC_001134.8	666720	668351	-	1632	467	2186
YBR223C	NC_001134.8	668663	670297	-	1635	85	430
YBR225W	NC_001134.8	670627	673329	+	2703	135	1615
YBR227C	NC_001134.8	673572	675134	-	1563	211	917
YBR228W	NC_001134.8	675313	676227	+	915	169	835
YBR229C	NC_001134.8	676357	679221	-	2865	2378	7023
YBR230C	NC_001134.8;NC_001134.8	679549;680040	679942;680050	-;-	405	81	2151
YBR230W-A	NC_001134.8	680362	680562	+	201	54	450
YNCB0019C	NC_001134.8	680688	681862	-	1175	250334	1398795
YBR231C	NC_001134.8	682179	683090	-	912	410	1650
YBR233W	NC_001134.8	683428	684669	+	1242	70	510
YBR233W-A	NC_001134.8	684977	685261	+	285	296	764
YBR234C	NC_001134.8	685438	686592	-	1155	1020	2545
YBR235W	NC_001134.8	686901	690263	+	3363	1184	5190
YBR236C	NC_001134.8	690383	691693	-	1311	965	2538
YBR237W	NC_001134.8	691969	694518	+	2550	338	2145
YBR238C	NC_001134.8	695107	697302	-	2196	269	6503
YBR239C	NC_001134.8	698354	699943	-	1590	67	555
YBR240C	NC_001134.8	700490	701842	-	1353	23	522
YBR241C	NC_001134.8	702589	704055	-	1467	145	1562
YBR242W	NC_001134.8	704670	705386	+	717	572	2590
YBR243C	NC_001134.8	705447	706793	-	1347	592	1803
YBR244W	NC_001134.8	707528	708016	+	489	1103	3818
YBR245C	NC_001134.8	708150	711539	-	3390	947	4952
YBR246W	NC_001134.8	711591	712754	+	1164	359	2799
YBR247C	NC_001134.8	713004	714455	-	1452	1963	7347
YBR248C	NC_001134.8	714807	716465	-	1659	3320	6314
YBR249C	NC_001134.8	716882	717994	-	1113	2490	8357
YBR250W	NC_001134.8	719033	720604	+	1572	39	238
YBR251W	NC_001134.8	721390	722313	+	924	597	2652
YBR252W	NC_001134.8	722611	723054	+	444	1492	5537
YBR253W	NC_001134.8	723270	723635	+	366	108	835
YBR254C	NC_001134.8	723736	724263	-	528	796	1816
YBR255W	NC_001134.8	724456	726540	+	2085	335	1618
YBR255C-A	NC_001134.8;NC_001134.8	726618;727012	726917;727074	-;-	363	47	314
YBR256C	NC_001134.8	727386	728102	-	717	1939	5053
YBR257W	NC_001134.8	728885	729724	+	840	203	1191
YBR258C	NC_001134.8	729734	730162	-	429	139	757
YBR259W	NC_001134.8	730387	732453	+	2067	351	1248
YBR260C	NC_001134.8	732639	734639	-	2001	629	2873
YBR261C	NC_001134.8	734832	735530	-	699	1222	4966
YBR262C	NC_001134.8	735720	736040	-	321	324	1741
YBR263W	NC_001134.8	736264	737736	+	1473	4219	13169
YBR264C	NC_001134.8	737770	738369	-	600	337	1378
YBR265W	NC_001134.8	738582	739544	+	963	709	1330
YBR267W	NC_001134.8	739841	741022	+	1182	850	5910
YBR266C	NC_001134.8	739936	740388	-	453	394	2508
YBR268W	NC_001134.8	741299	741616	+	318	498	1739
YBR269C	NC_001134.8	742160	742576	-	417	167	1415
YBR270C	NC_001134.8	742761	744398	-	1638	111	870
YBR271W	NC_001134.8	744852	746111	+	1260	1032	4958
YBR272C	NC_001134.8	746361	747803	-	1443	585	1846
YBR273C	NC_001134.8	748061	749371	-	1311	368	2237
YBR274W	NC_001134.8	749594	751177	+	1584	1072	2480
YBR275C	NC_001134.8	751356	757106	-	5751	930	4459
YBR276C	NC_001134.8	757620	760043	-	2424	2501	5807
YBR278W	NC_001134.8	760294	760899	+	606	337	1893
YBR279W	NC_001134.8	761257	762594	+	1338	388	1632
YBR280C	NC_001134.8	762784	764697	-	1914	303	1174
YBR281C	NC_001134.8	764970	767606	-	2637	1261	3755
YBR282W	NC_001134.8	768240	768680	+	441	288	1107
YBR283C	NC_001134.8	768943	770415	-	1473	6068	16362
YBR284W	NC_001134.8	771239	773632	+	2394	53	818
YBR285W	NC_001134.8	773922	774356	+	435	8	126
YBR286W	NC_001134.8	774700	776313	+	1614	5197	51009
YBR287W	NC_001134.8	776571	777854	+	1284	662	5133
YBR288C	NC_001134.8	778012	779463	-	1452	1124	2910
YBR289W	NC_001134.8	779667	782384	+	2718	269	1385
YBR290W	NC_001134.8	782591	783556	+	966	526	4040
YBR291C	NC_001134.8	783673	784572	-	900	475	1397
YBR292C	NC_001134.8	784702	785073	-	372	20	63
YBR293W	NC_001134.8	787006	788430	+	1425	297	2299
YBR294W	NC_001134.8	789235	791814	+	2580	171	2173
YBR295W	NC_001134.8	792849	796499	+	3651	1015	6056
YBR296C	NC_001134.8	796798	798522	-	1725	1897	1129
YBR296C-A	NC_001134.8	800123	800242	-	120	0	21
YBR297W	NC_001134.8	800523	801929	+	1407	223	1169
YBR298C	NC_001134.8	802631	804475	-	1845	88	681
YBR298C-A	NC_001134.8	805035	805256	-	222	0	7
YBR299W	NC_001134.8	805351	807105	+	1755	40	309
YBR301W	NC_001134.8	809057	809419	+	363	2	66
YBR302C	NC_001134.8	810340	811479	-	1140	355	2872
YCL075W	NC_001135.5	2126	2566	+	441	0	33
YCL074W	NC_001135.5	2824	3750	+	927	0	31
YCL073C	NC_001135.5	6479	8326	-	1848	17	254
YCL069W	NC_001135.5	9706	11082	+	1377	21	281
YCL068C	NC_001135.5	11503	12285	-	783	9	87
YCL067C	NC_001135.5	12386	13018	-	633	180	925
YCL066W	NC_001135.5	13282	13809	+	528	4	33
YCL064C	NC_001135.5	15798	16880	-	1083	1128	3597
YCL063W	NC_001135.5	17290	18561	+	1272	280	1945
YCL061C	NC_001135.5	18816	22106	-	3291	485	2434
YCL059C	NC_001135.5	22429	23379	-	951	2699	8024
YCL058C	NC_001135.5	23523	23981	-	459	146	3736
YCL058W-A	NC_001135.5	23584	23925	+	342	141	3623
YCL057C-A	NC_001135.5	24032	24325	-	294	51	679
YCL057W	NC_001135.5	24768	26906	+	2139	1218	5005
YCL056C	NC_001135.5	26925	27359	-	435	156	735
YCL055W	NC_001135.5	27929	28936	+	1008	839	3509
YCL054W-A	NC_001135.5	30910	30996	+	87	197	62
YCL054W	NC_001135.5	31449	33974	+	2526	2047	9419
YCL052C	NC_001135.5	34143	35393	-	1251	717	2533
YCL051W	NC_001135.5	35865	37616	+	1752	221	822
YCL050C	NC_001135.5	37836	38801	-	966	621	2499
YCL049C	NC_001135.5	39786	40724	-	939	280	2109
YCL048W-A	NC_001135.5	41488	41727	+	240	2	175
YCL048W	NC_001135.5	42165	43556	+	1392	8	67
YCL047C	NC_001135.5	43661	44437	-	777	689	1516
YCL045C	NC_001135.5	44623	46905	-	2283	942	3541
YCL044C	NC_001135.5	47111	48364	-	1254	77	542
YCL043C	NC_001135.5	48653	50221	-	1569	2840	10898
YCL042W	NC_001135.5	50584	50943	+	360	184	2644
YCL040W	NC_001135.5	50838	52340	+	1503	1384	18578
YCL039W	NC_001135.5	52645	54882	+	2238	192	1319
YCL038C	NC_001135.5	54941	56527	-	1587	357	2229
YCL037C	NC_001135.5	57374	58678	-	1305	733	4218
YCL036W	NC_001135.5	59026	60726	+	1701	1843	3832
YCL035C	NC_001135.5	60841	61173	-	333	268	2780
YCL034W	NC_001135.5	61658	62722	+	1065	1369	4928
YCL033C	NC_001135.5	62776	63282	-	507	691	2193
YCL032W	NC_001135.5	63441	64481	+	1041	263	1959
YCL031C	NC_001135.5	64675	65568	-	894	942	5535
YCL030C	NC_001135.5	65934	68333	-	2400	5995	3930
YCL029C	NC_001135.5	68599	69921	-	1323	193	1715
YCL028W	NC_001135.5	70150	71367	+	1218	1660	7268
YCL027W	NC_001135.5	71803	73341	+	1539	51	168
YCL026C-B	NC_001135.5	73405	73986	-	582	33	101
YCL026C-A	NC_001135.5	74704	75285	-	582	14	26
YCL025C	NC_001135.5	76018	77919	-	1902	460	5434
YCL024W	NC_001135.5	79162	82275	+	3114	496	1692
YNCC0001C	NC_001135.5	82462	82533	-	72	16637	41164
YCL021W-A	NC_001135.5	83620	83997	+	378	181	205
YCL019W	NC_001135.5	85102	90415	+	5314	4664	4810
YCL020W	NC_001135.5	85102	86418	+	1317	299	924
YNCC0002W	NC_001135.5;NC_001135.5	90859;90929	90896;90972	+;+	82	5935	16368
YCL018W	NC_001135.5	91324	92418	+	1095	0	0
YCL017C	NC_001135.5	92777	94270	-	1494	1298	5090
YCL016C	NC_001135.5	94621	95763	-	1143	215	1304
YCL014W	NC_001135.5	96281	101191	+	4911	804	4236
YCL012C	NC_001135.5;NC_001135.5	101317;101701	101633;101788	-;-	405	48	305
YCL011C	NC_001135.5	102075	103358	-	1284	6341	13151
YCL010C	NC_001135.5	103571	104350	-	780	1487	4826
YCL009C	NC_001135.5	104619	105548	-	930	853	6732
YCL008C	NC_001135.5	105696	106853	-	1158	83	794
YCL005W-A	NC_001135.5;NC_001135.5;NC_001135.5	107023;107111;107288	107033;107191;107417	+;+;+	222	680	3784
YNCC0003C	NC_001135.5	107504	107712	-	209	26535	55935
YCL005W	NC_001135.5	108021	108791	+	771	291	2052
YCL004W	NC_001135.5	109105	110670	+	1566	138	1227
YCL002C	NC_001135.5;NC_001135.5	110808;111634	111557;111675	-;-	792	594	1694
YCL001W	NC_001135.5	111916	112482	+	567	1016	3475
YCL001W-A	NC_001135.5	113080	113541	+	462	24	101
YCL001W-B	NC_001135.5	113770	114024	+	255	11	53
YCR001W	NC_001135.5	115685	115999	+	315	16	85
YCR002C	NC_001135.5	117380	118348	-	969	727	2716
YCR003W	NC_001135.5	118620	119171	+	552	574	1016
YCR004C	NC_001135.5	119575	120318	-	744	2687	8120
YCR005C	NC_001135.5	120946	122328	-	1383	3860	5668
YCR006C	NC_001135.5	122530	123003	-	474	96	746
YNCC0004C	NC_001135.5	123577	123648	-	72	3597	2001
YCR007C	NC_001135.5	126011	126730	-	720	77	593
YNCC0005W	NC_001135.5	127716	127789	+	74	70	63
YCR008W	NC_001135.5	128470	130281	+	1812	948	5523
YCR009C	NC_001135.5	130745	131542	-	798	1628	7556
YCR010C	NC_001135.5	132273	133124	-	852	25	242
YCR011C	NC_001135.5	133724	136873	-	3150	4929	10648
YCR012W	NC_001135.5	137746	138996	+	1251	190292	216364
YCR014C	NC_001135.5	139185	140933	-	1749	471	1971
YCR015C	NC_001135.5	141217	142170	-	954	503	1244
YNCC0006C	NC_001135.5	142364	142546	-	183	11578	43808
YNCC0007C	NC_001135.5	142701	142771	-	71	535	768
YCR016W	NC_001135.5	143634	144506	+	873	471	2692
YCR017C	NC_001135.5	144773	147634	-	2862	2549	8950
YCR018C	NC_001135.5	148238	148903	-	666	367	909
YNCC0008W	NC_001135.5	149920	149991	+	72	86	78
YNCC0009C	NC_001135.5	151284	151356	-	73	489	953
YCR019W	NC_001135.5	152837	153928	+	1092	135	764
YCR020C	NC_001135.5	154012	154659	-	648	68	705
YCR020C-A	NC_001135.5	154830	155096	-	267	338	1559
YCR020W-B	NC_001135.5	155320	155556	+	237	218	914
YCR021C	NC_001135.5	156109	157107	-	999	126	24529
YCR022C	NC_001135.5	157421	157765	-	345	9	55
YCR023C	NC_001135.5	158538	160373	-	1836	814	2536
YCR024C	NC_001135.5	160744	162222	-	1479	78	714
YCR024C-B	NC_001135.5	162599	162865	-	267	640	5368
YCR024C-A	NC_001135.5	162945	163067	-	123	700	4455
YCR025C	NC_001135.5	163446	163856	-	411	15	517
YCR026C	NC_001135.5	164111	166339	-	2229	1734	5274
YCR027C	NC_001135.5	167370	167999	-	630	282	1329
YNCC0010C	NC_001135.5	168301	168372	-	72	6524	13330
YCR028C	NC_001135.5	170886	172424	-	1539	1731	5839
YCR028C-A	NC_001135.5;NC_001135.5	172950;173199	173115;173440	-;-	408	194	913
YCR030C	NC_001135.5	173826	176438	-	2613	300	1279
YNCC0011W	NC_001135.5	177183	177282	+	100	6655	16460
YCR031C	NC_001135.5;NC_001135.5	177500;178214	177906;178220	-;-	414	3798	15505
YNCC0012C	NC_001135.5	178610	178798	-	189	17122	33847
YCR032W	NC_001135.5	179520	186023	+	6504	1238	4775
YCR033W	NC_001135.5	186489	190169	+	3681	349	3690
YCR034W	NC_001135.5	190592	191635	+	1044	879	2052
YCR035C	NC_001135.5	191834	193018	-	1185	1216	4750
YCR036W	NC_001135.5	193297	194298	+	1002	938	2796
YCR037C	NC_001135.5	194414	197185	-	2772	992	6090
YCR038C	NC_001135.5	197621	199549	-	1929	180	859
YCR039C	NC_001135.5	199546	200178	-	633	190	915
YCR040W	NC_001135.5	200442	200969	+	528	4	41
YCR041W	NC_001135.5	200911	201243	+	333	72	397
YCR042C	NC_001135.5	201174	205397	-	4224	1678	6612
YCR043C	NC_001135.5	206261	206644	-	384	612	1179
YCR044C	NC_001135.5	206877	207950	-	1074	704	2269
YCR045C	NC_001135.5	208135	209610	-	1476	279	3192
YCR046C	NC_001135.5	209914	210423	-	510	377	3111
YCR047C	NC_001135.5	210718	211545	-	828	709	4077
YCR048W	NC_001135.5	211929	213761	+	1833	1367	4281
YCR050C	NC_001135.5	213464	213772	-	309	284	980
YCR051W	NC_001135.5	214071	214739	+	669	1362	5266
YCR052W	NC_001135.5	214994	216445	+	1452	651	4321
YCR053W	NC_001135.5	216697	218241	+	1545	1677	9264
YCR054C	NC_001135.5	218376	220067	-	1692	363	2264
YCR057C	NC_001135.5	220457	223228	-	2772	4443	16511
YCR059C	NC_001135.5	223454	224230	-	777	2045	5859
YCR060W	NC_001135.5	224399	224734	+	336	125	693
YCR061W	NC_001135.5	225563	227458	+	1896	240	5134
YNCC0013W	NC_001135.5;NC_001135.5	227942;227998	227978;228042	+;+	82	741	2089
YCR063W	NC_001135.5	228318	228791	+	474	48	572
YCR065W	NC_001135.5	229310	231004	+	1695	317	1357
YCR066W	NC_001135.5	231500	232963	+	1464	70	969
YCR067C	NC_001135.5	233125	236322	-	3198	589	2673
YCR068W	NC_001135.5	237214	238776	+	1563	165	2051
YCR069W	NC_001135.5	239055	240011	+	957	346	2250
YCR071C	NC_001135.5	240103	240543	-	441	97	303
YCR072C	NC_001135.5	240805	242352	-	1548	1435	6998
YCR073C	NC_001135.5	242588	246583	-	3996	891	4014
YCR073W-A	NC_001135.5	246963	247910	+	948	626	4070
YCR075C	NC_001135.5	248033	248815	-	783	740	811
YCR075W-A	NC_001135.5	248975	249202	+	228	92	412
YCR076C	NC_001135.5	249293	250045	-	753	770	2941
YCR077C	NC_001135.5	250238	252628	-	2391	893	3812
YCR079W	NC_001135.5	252845	254173	+	1329	559	1982
YCR081W	NC_001135.5	254371	258654	+	4284	477	2046
YCR082W	NC_001135.5	258883	259269	+	387	453	1033
YCR083W	NC_001135.5	259578	259961	+	384	290	1396
YCR084C	NC_001135.5	260311	262452	-	2142	660	3411
YCR085W	NC_001135.5	262916	263269	+	354	4	23
YCR086W	NC_001135.5	263392	263964	+	573	84	606
YCR087C-A	NC_001135.5	264006	264467	-	462	417	3111
YCR088W	NC_001135.5	265068	266846	+	1779	598	3167
YCR089W	NC_001135.5	267434	272263	+	4830	213	881
YCR090C	NC_001135.5	272315	272863	-	549	1250	2686
YCR091W	NC_001135.5	274404	276566	+	2163	29	389
YCR092C	NC_001135.5	276764	279820	-	3057	451	2108
YCR093W	NC_001135.5	280117	286443	+	6327	1407	7262
YCR094W	NC_001135.5	286762	287937	+	1176	725	2695
YCR095C	NC_001135.5	288170	289258	-	1089	662	2206
YCR095W-A	NC_001135.5	289639	289797	+	159	4	75
YCR096C	NC_001135.5	293179	293538	-	360	144	744
YCR097W	NC_001135.5;NC_001135.5;NC_001135.5	293835;293994;294292	293939;294239;294321	+;+;+	381	341	1659
YNCC0014W	NC_001135.5	295484	295556	+	73	88	108
YCR098C	NC_001135.5	297049	298605	-	1557	81	645
YCR099C	NC_001135.5	300832	301299	-	468	61	544
YCR100C	NC_001135.5	301271	302221	-	951	98	897
YCR101C	NC_001135.5	302482	303030	-	549	43	443
YCR102C	NC_001135.5	304361	305467	-	1107	35	260
YCR104W	NC_001135.5	307801	308175	+	375	0	42
YCR105W	NC_001135.5	309070	310155	+	1086	36	354
YCR106W	NC_001135.5	310958	313456	+	2499	421	2062
YCR107W	NC_001135.5	313890	314981	+	1092	155	926
YCR108C	NC_001135.5	315997	316188	-	192	0	1
YDL248W	NC_001136.10	1802	2953	+	1152	136	1185
YDL247W	NC_001136.10	5985	7814	+	1830	38	623
YDL246C	NC_001136.10	8683	9756	-	1074	107	582
YDL245C	NC_001136.10	11657	13360	-	1704	5	623
YDL244W	NC_001136.10	16204	17226	+	1023	13	122
YDL243C	NC_001136.10	17577	18566	-	990	206	712
YDL242W	NC_001136.10	18959	19312	+	354	52	272
YDL241W	NC_001136.10	20635	21006	+	372	141	377
YDL240W	NC_001136.10	22823	25876	+	3054	810	1408
YDL239C	NC_001136.10	26403	28775	-	2373	276	1089
YDL238C	NC_001136.10	28985	30454	-	1470	321	1332
YDL237W	NC_001136.10	30657	31829	+	1173	914	2774
YDL236W	NC_001136.10	32296	33234	+	939	2875	13528
YDL235C	NC_001136.10	33415	33918	-	504	715	2476
YDL234C	NC_001136.10	34237	36477	-	2241	844	5091
YDL233W	NC_001136.10	36797	38173	+	1377	122	990
YDL232W	NC_001136.10	38487	38597	+	111	46	201
YDL231C	NC_001136.10	38867	42244	-	3378	1266	8415
YDL230W	NC_001136.10	42700	43707	+	1008	503	1644
YDL229W	NC_001136.10	44065	45906	+	1842	57560	166237
YDL227C	NC_001136.10	46271	48031	-	1761	1869	238
YDL226C	NC_001136.10	51115	52173	-	1059	2009	5519
YDL225W	NC_001136.10	52445	54100	+	1656	707	2877
YDL224C	NC_001136.10	54397	56346	-	1950	191	1318
YDL223C	NC_001136.10	57265	60405	-	3141	207	2990
YDL222C	NC_001136.10	60872	61801	-	930	43	1922
YDL220C	NC_001136.10	62244	65018	-	2775	180	1309
YDL219W	NC_001136.10;NC_001136.10	65242;65378	65306;65765	+;+	453	947	1806
YDL218W	NC_001136.10	66493	67446	+	954	65	895
YDL217C	NC_001136.10	67983	68606	-	624	517	1429
YDL216C	NC_001136.10	68997	70319	-	1323	190	565
YDL215C	NC_001136.10	70640	73918	-	3279	1338	5292
YDL214C	NC_001136.10	74446	76545	-	2100	52	509
YDL213C	NC_001136.10	77289	77966	-	678	432	2209
YDL212W	NC_001136.10	78426	79058	+	633	3306	10945
YDL211C	NC_001136.10	79294	80412	-	1119	136	234
YNCD0001W	NC_001136.10	83548	83618	+	71	544	688
YDL210W	NC_001136.10	84270	85985	+	1716	16	236
YDL209C	NC_001136.10	86207	87226	-	1020	160	362
YDL208W	NC_001136.10	87512	87982	+	471	2925	10606
YDL207W	NC_001136.10	88248	89864	+	1617	316	2470
YDL206W	NC_001136.10	90176	92464	+	2289	177	1115
YDL205C	NC_001136.10	92762	93745	-	984	1468	7704
YDL204W	NC_001136.10	94605	95786	+	1182	101	2387
YDL203C	NC_001136.10	96082	97953	-	1872	721	2582
YDL202W	NC_001136.10	98475	99224	+	750	560	1946
YDL201W	NC_001136.10	99561	100421	+	861	226	1228
YDL200C	NC_001136.10	100501	101067	-	567	382	1088
YDL199C	NC_001136.10	101290	103353	-	2064	71	435
YDL198C	NC_001136.10	103649	104551	-	903	447	817
YDL197C	NC_001136.10	104917	106494	-	1578	255	2057
YDL195W	NC_001136.10	107208	111029	+	3822	1471	4751
YDL194W	NC_001136.10	111580	114234	+	2655	278	958
YDL193W	NC_001136.10	114672	115799	+	1128	413	912
YDL192W	NC_001136.10	116321	116866	+	546	11176	15537
YDL191W	NC_001136.10;NC_001136.10	117664;118158	117666;118517	+;+	363	8722	34403
YDL190C	NC_001136.10	118707	121592	-	2886	1921	5854
YDL189W	NC_001136.10	122216	123589	+	1374	451	1400
YDL188C	NC_001136.10	123865	124998	-	1134	1017	3678
YDL186W	NC_001136.10	125616	126449	+	834	19	230
YDL185W	NC_001136.10	126787	130002	+	3216	33447	82082
YDL184C	NC_001136.10	130407	130484	-	78	21349	45140
YDL183C	NC_001136.10	130871	131833	-	963	17	124
YDL182W	NC_001136.10	133437	134723	+	1287	618	2210
YDL181W	NC_001136.10	135179	135436	+	258	11	779
YDL180W	NC_001136.10	135896	137539	+	1644	152	773
YDL179W	NC_001136.10	138291	139205	+	915	78	381
YDL178W	NC_001136.10	139522	141114	+	1593	1984	7402
YDL177C	NC_001136.10	141209	141721	-	513	197	798
YDL176W	NC_001136.10	142097	144223	+	2127	197	988
YDL175C	NC_001136.10	144484	145518	-	1035	122	1013
YDL174C	NC_001136.10	145826	147589	-	1764	749	4863
YDL173W	NC_001136.10	148191	149078	+	888	624	3116
YDL171C	NC_001136.10	149203	155640	-	6438	9651	47986
YDL170W	NC_001136.10	156318	157904	+	1587	281	1441
YDL169C	NC_001136.10	158064	158735	-	672	6	162
YDL168W	NC_001136.10	159604	160764	+	1161	1858	6822
YDL167C	NC_001136.10	160995	163154	-	2160	3315	13905
YDL166C	NC_001136.10	163449	164042	-	594	806	2136
YDL165W	NC_001136.10	164290	164865	+	576	834	4518
YDL164C	NC_001136.10	164987	167254	-	2268	1016	2395
YDL161W	NC_001136.10	167714	169078	+	1365	237	1576
YDL160C-A	NC_001136.10	169366	169608	-	243	80	314
YDL160C	NC_001136.10	170410	171930	-	1521	775	5305
YDL159W-A	NC_001136.10	172182	172313	+	132	17	21
YDL159W	NC_001136.10	172481	174028	+	1548	213	974
YDL157C	NC_001136.10	174232	174588	-	357	1474	2129
YDL156W	NC_001136.10	174918	176486	+	1569	228	1258
YDL155W	NC_001136.10	176773	178056	+	1284	824	3183
YDL154W	NC_001136.10	178334	181039	+	2706	215	538
YDL153C	NC_001136.10	181186	183018	-	1833	2029	7928
YDL150W	NC_001136.10	183343	184611	+	1269	775	5040
YDL149W	NC_001136.10	184925	187918	+	2994	245	893
YDL148C	NC_001136.10	188154	190586	-	2433	1981	8858
YDL147W	NC_001136.10	190924	192261	+	1338	2801	12031
YDL146W	NC_001136.10	192750	194225	+	1476	403	1053
YDL145C	NC_001136.10	194571	198176	-	3606	9205	20523
YDL144C	NC_001136.10	198662	199732	-	1071	1007	3141
YDL143W	NC_001136.10	199996	201582	+	1587	3202	14374
YDL142C	NC_001136.10	201719	202570	-	852	219	1032
YDL141W	NC_001136.10	203039	205111	+	2073	217	868
YDL140C	NC_001136.10	205360	210561	-	5202	3646	15260
YDL139C	NC_001136.10	211375	212046	-	672	20	241
YDL138W	NC_001136.10	213351	215642	+	2292	269	3494
YDL137W	NC_001136.10	216529	217074	+	546	2055	4821
YDL136W	NC_001136.10;NC_001136.10	217600;218008	217602;218367	+;+	363	8449	32253
YDL135C	NC_001136.10	218680	219288	-	609	589	1402
YDL134C	NC_001136.10	219662	220771	-	1110	2067	7074
YDL133C-A	NC_001136.10	221724	221801	-	78	43929	119845
YDL133W	NC_001136.10	222427	223740	+	1314	545	1365
YDL132W	NC_001136.10	224304	226751	+	2448	1885	4039
YDL131W	NC_001136.10	227393	228715	+	1323	458	2953
YDL130W-A	NC_001136.10	229171	229431	+	261	20	331
YDL130W	NC_001136.10;NC_001136.10	229906;230321	230019;230527	+;+	321	1138	3767
YDL129W	NC_001136.10	231024	231899	+	876	251	5010
YDL128W	NC_001136.10	232652	233887	+	1236	1300	15770
YDL127W	NC_001136.10	234927	235853	+	927	104	653
YDL126C	NC_001136.10	236157	238664	-	2508	10582	40632
YDL125C	NC_001136.10;NC_001136.10	239019;239510	239398;239606	-;-	477	1180	8784
YDL124W	NC_001136.10	240259	241197	+	939	687	9577
YDL123W	NC_001136.10	241418	241840	+	423	29	981
YDL122W	NC_001136.10	242552	244981	+	2430	1757	10140
YDL121C	NC_001136.10	245133	245582	-	450	1104	1287
YDL120W	NC_001136.10	245923	246447	+	525	249	523
YDL119C	NC_001136.10	246689	247612	-	924	273	753
YDL117W	NC_001136.10	248581	251238	+	2658	1049	3639
YDL116W	NC_001136.10	251566	253746	+	2181	1603	4694
YDL115C	NC_001136.10;NC_001136.10	253995;255045	254974;255126	-;-	1062	309	1477
YDL114W	NC_001136.10	255604	256530	+	927	10	33
YDL113C	NC_001136.10	256633	258555	-	1923	690	2107
YDL112W	NC_001136.10	258915	263225	+	4311	3282	9672
YDL111C	NC_001136.10	263313	264110	-	798	807	4902
YDL110C	NC_001136.10	264512	264964	-	453	197	2836
YDL109C	NC_001136.10	265258	267201	-	1944	182	2183
YDL108W	NC_001136.10;NC_001136.10	267698;267807	267725;268699	+;+	921	650	1782
YDL107W	NC_001136.10	268921	269976	+	1056	149	301
YDL106C	NC_001136.10	270222	271901	-	1680	117	896
YDL105W	NC_001136.10	272389	273597	+	1209	120	502
YDL104C	NC_001136.10	273653	274876	-	1224	249	581
YDL103C	NC_001136.10	275148	276581	-	1434	919	2665
YDL102W	NC_001136.10	276872	280165	+	3294	794	2587
YDL101C	NC_001136.10	280307	281848	-	1542	317	1300
YDL100C	NC_001136.10	282112	283176	-	1065	6215	14867
YDL099W	NC_001136.10	283419	284444	+	1026	421	2857
YDL098C	NC_001136.10	284581	285165	-	585	49	180
YDL097C	NC_001136.10	285391	286695	-	1305	1755	6898
YDL095W	NC_001136.10	287059	289512	+	2454	5952	13079
YDL093W	NC_001136.10	289909	292140	+	2232	856	2190
YDL092W	NC_001136.10	292781	293221	+	441	1022	3756
YDL091C	NC_001136.10	293392	294759	-	1368	130	1073
YDL090C	NC_001136.10	295034	296329	-	1296	618	1639
YDL089W	NC_001136.10	296820	298274	+	1455	116	434
YDL088C	NC_001136.10	298417	300003	-	1587	401	3288
YDL087C	NC_001136.10	300214	300999	-	786	123	1270
YDL086W	NC_001136.10	301413	302234	+	822	722	5518
YDL085C-A	NC_001136.10	302464	302670	-	207	507	1559
YDL085W	NC_001136.10	303211	304848	+	1638	21	286
YDL084W	NC_001136.10	305237	306577	+	1341	13770	22013
YDL083C	NC_001136.10;NC_001136.10	306926;307766	307333;307789	-;-	432	7398	28239
YDL082W	NC_001136.10;NC_001136.10	308424;308793	308427;309388	+;+	600	7299	30174
YDL081C	NC_001136.10	309802	310122	-	321	11385	66174
